objectid,parentid,format,display_template,object_location,title,date,date_created,description,category,image_small,image_thumb
07land,,image/jpeg,image,objects/07land.jpg,"Alpha Hall, 1900s",1902,1902,"Alpha Hall with Blome Training School to the west 1900s UP UPC ASUG S883.A4 #1 Tyler Mall was a main thoroughfare through the campus. The view is to the east with the first dormitory on campus, Alpha Hall, to the left. Twenty-five women occupied Alpha Hall, which was built in 1902. The hall was a brick building featuring such comforts as electric lights, a heating furnace and running water that was piped to the two bathrooms and the kitchen. The kitchen provided daily meals for fifty in a dining hall. Alpha Hall became the men's dormitory after the completion of East Hall in 1903. It was razed in 1958 for the construction of the Life Sciences Building. The architect for this project was D. W. Millard & Son. For more information about residence halls at ASU today, please visit http://www.asu.edu/reslife/ orhttp://www.asu.edu/east/cls/housing/ .",Landmarks,/objects/small/07land_sm.jpg,/objects/thumbs/07land_th.jpg
07lead,,image/jpeg,image,objects/07lead.jpg,Fifth Principal Dr. James McNaughton 1895-1899,1895,1895-1899,"Fifth Principal Dr. James McNaughton 1895-1899 UP UPC ASUP McNaughton, Dr. James Football was emerging as a popular sport and exercise was the campus rage when Principal McNaughton came to head the Normal School of Arizona. Of the 158 students enrolled in 1896, 61, or 40%, were men, none of whom had played football. That didn't stop them from learning the game and participating in the sport. Physical education for women was soon added to the curriculum under Principal McNaughton, which brought the Normal School into the limelight. But the game of football became more than just a sport under McNaughton. In fact, the football rivalry between Tempe and Tucson began under McNaughton's era with the first ""Big Game"" in November, 1899. ASU won the first football contest with the University of Arizona 11-2 at Carillo Gardens Field in Tucson. The Normal School also won the championship of the Football League of Arizona in 1899. Although Principal McNaughton was known for his continued support of athletics at the Normal School, he is also credited for bringing ""good common school education"" to a growing campus.",Leadership,/objects/small/07lead_sm.jpg,/objects/thumbs/07lead_th.jpg
07research,,image/jpeg,image,objects/07research.jpg,"Dr. Carolyn Staats and Dr. Arthur Staats, psychology professors, 1950s",1950,1950,"Dr. Carolyn Staats (l.) and Dr. Arthur Staats (r.), psychology professors 1950s ASUP Staats, Dr. Arthur Academic Freedom - Research Dr. Carolyn Staats and Dr. Arthur Staats were psychology professors who conducted early research tests at the college. Their research focused on human behavior and learning. For more information about the Psychology Department, please visit:http://psych.la.asu.edu/ Dr. Carolyn Staats (l.) and Dr. Arthur Staats (r.), psychology professors 1950s ASUP Staats, Dr. Arthur",Academic Freedom - Research,/objects/small/07research_sm.jpg,/objects/thumbs/07research_th.jpg
07stor,,image/jpeg,image,objects/07stor.jpg,"Athenian Debating Club, 1907",1907,1907,"Athenian Debating Club ca. 1910 UP UPC ASUD A89 #1 The Athenian Debating Club was organized by the male student body for the purpose of practicing debates. Membership was restricted, and club business was kept secret.",Campus Lives - Student Organizations,/objects/small/07stor_sm.jpg,/objects/thumbs/07stor_th.jpg
08Accp,,image/jpeg,image,objects/08Accp.jpg,"Dedication, 1956",1956,1956,Dedication of the new Memorial Union 1956 Arizona Republic UE ASU INFO 1200 Enlarge or Print this Image Dedication photograph,"Community, Collaboration and Partnership",/objects/small/08accp_sm.jpg,/objects/thumbs/08accp_th.jpg
08acpro,,image/jpeg,image,objects/08acpro.jpg,"California Accreditation, 1902",1902,1902,California Accreditation was achieved in 1902 Normal School graduates were certified to teach grammar school in California. Arizona State University A Documentary History of the First Seventy-five Years LD179.28T683x Volume 2 pg. 21,Academic Freedom - Academic Programs,/objects/small/08acpro_sm.jpg,/objects/thumbs/08acpro_th.jpg
08athlet,,image/jpeg,image,objects/08athlet.jpg,"Frank Kush carried by ASU team, Homecoming victory, 1965",1965,1965,"Frank Kush carried by ASU team Homecoming ASU 7, Washington State 6 1965 UP UPC ASUP Kush, Frank Frank Kush became coach of the Sun devils in 1958. He is credited with building ASU's reputation as a major contender in collegiate football.",Campus Lives - Athletes,/objects/small/08athlet_sm.jpg,/objects/thumbs/08athlet_th.jpg
08casc,,image/jpeg,image,objects/08casc.jpg,"Students singing during free time in the dormitory, 1925",1925,1925,Students singing during free time in the dormitory. 1925 Negative Sheet #10 photograph #44 Lowell C. Ballard Scrapbook ACC# 93-1077,Campus Lives - Campus Scenes,/objects/small/08casc_sm.jpg,/objects/thumbs/08casc_th.jpg
08land,,image/jpeg,image,objects/08land.jpg,"Athletic Field, ca. 1916",1916,1916,Athletic Field ca. 1916 ASUB N622 #1 Normal Field Grandstand was built in 1915. It had a seating capacity of several hundred spectators and was equipped with showers and dressing rooms. The roof of the dining room and the stacks from the heating plant are visible in the background.,Landmarks,/objects/small/08land_sm.jpg,/objects/thumbs/08land_th.jpg
08lead,,image/jpeg,image,objects/08lead.jpg,Sixth Principal Joseph Warren Smith 1899-1900,1899,1899-1900,"Sixth Principal Joseph Warren Smith 1899-1900 UP UPC ASUP Smith, Joseph Warren Joseph Warren Smith, an educator and superintendent of schools from Michigan, was the principal of Tempe Normal School for one year. Under his leadership music was introduced into the curriculum and academic standards were raised.",Leadership,/objects/small/08lead_sm.jpg,/objects/thumbs/08lead_th.jpg
08research,,image/jpeg,image,objects/08research.jpg,"Poisonous Animal Research Laboratory (PARL), 1956",1956,1956,"Poisonous Animal Research Laboratory (PARL) 1956 Photographer: Stan Gilbert ASUD A54 #4 Academic Freedom - Research Dr. Herbert Stahnke developed a controversial antivenin serum for scorpion stings in the 1930s. The lab, founded in the early 1940s as part of the biology department, researched poisonous animals. Although the center closed in 1972, the antivenin was still produced by the Anti-Virus Laboratory in the Department of Microbiology as late as 1995. For more information about the Biology Department, please visit:http://ls.la.asu.edu/biology/ Poisonous Animal Research Laboratory (PARL) 1956 Photographer: Stan Gilbert ASUD A54 #4",Academic Freedom - Research,/objects/small/08research_sm.jpg,/objects/thumbs/08research_th.jpg
08stor,,image/jpeg,image,objects/08stor.jpg,"Band, 1915",1915,1915,"Band In addition to the usual course in vocal music, there has been added this past year instruction in orchestral and band instruments, and it has been taken advantage of by many of our students.... with such beneficial results to the individual student that it is determined to continue this feature of music instruction. The object to Band Mrs. Williams with the first marching band, 1915 UP UPC ASUD B36 1910s #3 be attained is the establishment of a school band... (O.3 catalog, 1915). For more information about the ASU band, please visit http://www.music.asu.edu .",Campus Lives - Student Organizations,/objects/small/08stor_sm.jpg,/objects/thumbs/08stor_th.jpg
09athlet,,,compound_object,,Bowl game results & Head Coaches,1999,1999,"Bowl game results, Page 1 Bowl game results, Page 2 Head Coaches, Page 3 ASU Football Media Guide 34.7 AR47 Archives",Campus Lives - Athletes,/objects/small/09aathlet_sm.jpg,/objects/thumbs/09aathlet_th.jpg
09Aathlet,09athlet,image/jpeg,image,objects/09Aathlet.jpg,"Bowl game results, page 1",,,,,/objects/small/09aathlet_sm.jpg,/objects/thumbs/09aathlet_th.jpg
09Bathlet,09athlet,image/jpeg,image,objects/09Bathlet.jpg,"Bowl game results, Page 2",,,,,/objects/small/09bathlet_sm.jpg,/objects/thumbs/09bathlet_th.jpg
09Cathlet,09athlet,image/jpeg,image,objects/09Cathlet.jpg,"Head Coaches, Page 3",,,,,/objects/small/09cathlet_sm.jpg,/objects/thumbs/09cathlet_th.jpg
09accp,,image/jpeg,image,objects/09accp.jpg,"Memorial Union Art Gallery, 1957",1957,1957,Memorial Union Art Gallery 1957 Arizona Republic UE ASU INFO 1169 Enlarge or Print this Image Gallery photograph,"Community, Collaboration and Partnership",/objects/small/09accp_sm.jpg,/objects/thumbs/09accp_th.jpg
09acpro,,image/jpeg,image,objects/09acpro.jpg,"Chemistry class in the Old Main building, 1898",1886,1886-1901,"Chemistry class in the Old Main building Fredrick M. Irish is seated in the center looking to the right. 1898 UP UPC ASUB O42 #88 Academic Freedom - Academic Programs ""The course in chemistry is intended to be pursued in close connection with that of physics. The student applies his knowledge of experimental methods to study of the laws of chemical phenomena."" (1897-98 catalog 0.3 1886-1901 v.1-15) Chemistry class in the Old Main building Fredrick M. Irish is seated in the center looking to the right. 1898 UP UPC ASUB O42 #88",Academic Freedom - Academic Programs,/objects/small/09acpro_sm.jpg,/objects/thumbs/09acpro_th.jpg
09casc,,image/jpeg,image,objects/09casc.jpg,"Annual Tree Planting Tradition, ca. 1923",1923,1923,"Annual Tree Planting Tradition ca. 1923 UP UPC ASUP C52 1923 #5 The class of 1901 planted English Ivy at Old Main and started the annual tree-planting tradition that symbolized class loyalty. Seniors from 1904 planted the Rose, while the class of 1905 decided to beautify the grounds with Date Palms. Later classes provided the Pepper and Orange tree; the Arizona State Tree, the Palo Verde; and the Saguaro, whose blossom is the State Flower. Annual Tree Planting Tradition ca. 1923 UP UPC ASUP C52 1923 #5",Campus Lives - Campus Scenes,/objects/small/09casc_sm.jpg,/objects/thumbs/09casc_th.jpg
09land,,image/jpeg,image,objects/09land.jpg,"Athletic Field postcard, 1916",1916,1916,"Athletic Field panoramic postcard 1916 UP UPC ASUB N622 #8 At the left of the photograph is East Hall, the girl's dormitory, and to the right are the athletic facilities and Tempe.",Landmarks,/objects/small/09land_sm.jpg,/objects/thumbs/09land_th.jpg
09lead,,image/jpeg,image,objects/09lead.jpg,Seventh Principal Arthur John Matthews 1900-1904,1900,1900-1904,"Seventh Principal Arthur John Matthews 1900-1904 UP UPC ASUP Matthews, Arthur John President Matthews brought 30 years of progress to the Tempe Normal School/Arizona State Teachers College at Tempe. Prior to Arizona statehood, the Normal School of Arizona enrolled high school students when no other secondary educational facilities in the state existed. It was Principal Matthews who was instrumental in changing the school to an all-college student status. He initiated a building schedule that included the state's first dormitories. Of the 18 buildings constructed under his tenure, six are still in use. Matthews' legacy of an ""evergreen campus"" with the importation of many shrubs and trees, including the planting of Palm Walk, continues today with the establishment of ASU Arboretum. Matthews also saw to it that the Tempe Normal School of Arizona was an accredited institution outside the state. He served on numerous national educational boards, bringing recognition to the campus and its faculty. On March 20, 1911 an historical event occurred when former President Theodore Roosevelt visited the Tempe Normal School of Arizona, and spoke from the steps of Old Main. He had dedicated the Roosevelt Dam the day before and was impressed with the people and their state. He noted that construction of the dam would benefit central Arizona's growth and that of the Tempe Normal School.",Leadership,/objects/small/09lead_sm.jpg,/objects/thumbs/09lead_th.jpg
09research,,image/jpeg,image,objects/09research.jpg,"Dr. Roland K. Robins in the Cancer Research Laboratory, 1957",1957,1957,"Dr. Roland K. Robins in the Cancer Research Laboratory 1957 ASUP Roland K. Robins Academic Freedom - Research Dr. Roland K. Robins, associate professor of chemistry, led a cancer research group in making chemical compounds designed to arrest and destroy cancer. For more information about the Cancer Research Laboratory, please visit:   http://www.asu.edu/clas/cancer_research/ Dr. Roland K. Robins in the Cancer Research Laboratory 1957 ASUP Roland K. Robins",Academic Freedom - Research,/objects/small/09research_sm.jpg,/objects/thumbs/09research_th.jpg
09stor,,image/jpeg,image,objects/09stor.jpg,"Kalakagathia Society, 1917",1917,1917,"Kalakagathia Society ca. 1917 UP UPC ASUD K34 #1 When the mandatory literary societies were disbanded in 1911, two new societies were organized. One would be ASU's first sorority, the Kalakagathia Society, and the other was the Zetetic society, which took its name from the first society on campus. In the beginning, the goal of the Kalakagathia Society was the study of literature. In 1916, their focus changed to the study of the Camp Fire Girls movement as guardians. Their programs included outdoor observation, first aid, hygiene, games, storytelling and handicraft work. The purpose of this society was recognizing the inherent beauty of common activities like daily work and play.",Campus Lives - Student Organizations,/objects/small/09stor_sm.jpg,/objects/thumbs/09stor_th.jpg
10land,,,compound_object,,"Sanborn Map, 1915",1915,1915,"Sanborn Map and Publishing Co., Tempe, Arizona 1915 4334S .T4 G475 The plat illustrates the original 20 acres and Tempe property east of Normal Avenue.",Landmarks,/objects/small/10aland_sm.jpg,/objects/thumbs/10aland_th.jpg
