objectid	image_url	title	description	category
09lead	../images/09lead.jpg	Seventh Principal Arthur John Matthews 1900-1904	Seventh Principal Arthur John Matthews 1900-1904 UP UPC ASUP Matthews, Arthur John President Matthews brought 30 years of progress to the Tempe Normal School/Arizona State Teachers College at Tempe. Prior to Arizona statehood, the Normal School of Arizona enrolled high school students when no other secondary educational facilities in the state existed. It was Principal Matthews who was instrumental in changing the school to an all-college student status. He initiated a building schedule that included the state's first dormitories. Of the 18 buildings constructed under his tenure, six are still in use. Matthews' legacy of an "evergreen campus" with the importation of many shrubs and trees, including the planting of Palm Walk, continues today with the establishment of ASU Arboretum. Matthews also saw to it that the Tempe Normal School of Arizona was an accredited institution outside the state. He served on numerous national educational boards, bringing recognition to the campus and its faculty. On March 20, 1911 an historical event occurred when former President Theodore Roosevelt visited the Tempe Normal School of Arizona, and spoke from the steps of Old Main. He had dedicated the Roosevelt Dam the day before and was impressed with the people and their state. He noted that construction of the dam would benefit central Arizona's growth and that of the Tempe Normal School.	Leadership
09research	../images/09research.jpg	Dr. Roland K. Robins in the Cancer Research Laboratory, 1957	"Dr. Roland K. Robins in the Cancer Research Laboratory 1957 ASUP Roland K. Robins Academic Freedom - Research Dr. Roland K. Robins, associate professor of chemistry, led a cancer research group in making chemical compounds designed to arrest and destroy cancer. For more information about the Cancer Research Laboratory, please visit:			http://www.asu.edu/clas/cancer_research/ Dr. Roland K. Robins in the Cancer Research Laboratory 1957 ASUP Roland K. Robins"	Academic Freedom - Research
09stor	../images/09stor.jpg	Kalakagathia Society, 1917	Kalakagathia Society ca. 1917 UP UPC ASUD K34 #1 When the mandatory literary societies were disbanded in 1911, two new societies were organized. One would be ASU's first sorority, the Kalakagathia Society, and the other was the Zetetic society, which took its name from the first society on campus. In the beginning, the goal of the Kalakagathia Society was the study of literature. In 1916, their focus changed to the study of the Camp Fire Girls movement as guardians. Their programs included outdoor observation, first aid, hygiene, games, storytelling and handicraft work. The purpose of this society was recognizing the inherent beauty of common activities like daily work and play.	Campus Lives - Student Organizations
10Aland	../images/10Aland.jpg	Sanborn Map, 1915	Sanborn Map and Publishing Co., Tempe, Arizona 1915 4334S .T4 G475 The plat illustrates the original 20 acres and Tempe property east of Normal Avenue.	Landmarks
10Bland	../images/10Bland.jpg	Sanborn Maps, page 2	Sanborn Maps and Publishing Co., Tempe, Arizona 1915 4334S .T4 G475 The plat illustrates the land acquisition west of Willow (now College Avenue), with new buildings that include the Industrial Arts Building (now Anthropology) (1914), North Hall (1914), South Hall, girls' dormitory (1913); and Tempe property west of Forest Avenue.	Landmarks
10acpro	../images/10acpro.jpg	Study Hall in Old Main, 1898	Academic Freedom - Academic Programs Study Hall in Old Main 1898 UP UPC ASUB O42 #3	Academic Freedom - Academic Programs
10athlet	../images/10athlet.jpg	Rose Bowl Victory, 1987	Rose Bowl Victory, 1987 1986-87 Yearbook 131.15	Campus Lives - Athletes
10casc	../images/10casc.jpg	First Homecoming Parade, Class of 1923 float, 1926	First Homecoming Parade Class of 1923 float 1926 UP UPC ASUG H65 1920s #2	Campus Lives - Campus Scenes
10ccp	../images/10ccp.jpg	Arizona State College collaboration with General Electric, 1963	Arizona State College collaboration with General Electric First computer placed on the campus was this General Electric product in 1957. Arizona State College Computer Center 1963 UP UPC ASUD C 652 #27 Students maintained and processed University registration and grading information. Data was entered into a mainframe in Phoenix owned and operated by General Electric.	Community, Collaboration and Partnership
10lead	../images/10lead.jpg	President Matthews, Homecoming, 1929	Seventh President Arthur John Matthews 1904-1930 Homecoming 1929 UP UPC ASUG H65 1920s #1	Leadership
10research	../images/10research.jpg	Students in the reading room with card catalogs, 1966	Academic Freedom - Research Students in the reading room with card catalogs, the library's main system of organization and retrieval, which was replaced by computerized catalogs in the 1980s. 1966 ASUB 394 #94	Academic Freedom - Research
10stor	../images/10stor.jpg	Tempe Normal Student, 1915	Tempe Normal Student Staff he first student-run newspaper was the Normal Echo, which appeared in the Tempe News and was published every Saturday during 1890-91. In 1906, the campus newspaper reappeared as the weekly Tempe Normal Student. Soon after the 1925 school name change, the paper became The Tempe Collegian, and it included state and national news by the end of the 1920s. Tempe Normal Student Staff 1915 UP UPC ASUD S886.T4 #5 With the 1928 name change, the paper became The Collegian. Again in 1936, the staff renamed the paper the Arizona State Press and attempted to expand circulation to Tempe residents and beyond. Under the new name State Press, it returned to campus circulation exclusively. While the State Press was published 4 times a week from 1964-1984, it began daily distribution in 1984. From 1932 to 1975, the paper was hosted by the Journalism Department at ASU. Today, the State Press is managed by the staff of Student Media. (USM 290) Visit the State Press online at http://www.statepress.com .	Campus Lives - Student Organizations
11acpro	../images/11acpro.jpg	Training school classroom, 1890s	Academic Freedom - Academic Programs Training School 1896-1968 A classroom environment was created for student teachers to learn various teaching techniques. Each trainee taught practice school under observation for forty minutes a day during the first semester. Juniors were expected to spend at least an hour a day observing the other student teachers. By 1902, seniors were required to teach one hour a day for thirty-six weeks. Tempe Normal school set high standards and expected the school to be a model of excellence. Students and student teachers in the training school classroom, Only known interior photograph of the Normal/Original building 1890s UP UPC ASUB T72 1890s #4 In 1906, the Training School expanded to the eighth grades and the R.H.H. Blome Training School opened to accommodate increased enrollment. The program expanded rapidly under Ira D. Payne, who became director of the education department in 1911. A new training school was built in 1928 and named for Payne to honor his contributions and service. Due to an unfortunate fire in 1956, the Training Program was forced to leave its home in the Payne School and to relocate its 260 elementary school students to makeshift quarters. After many successful years, the program was discontinued at the completion of the 1968 spring term. For more information about the College of Education, please visit:http://www.ed.asu.edu/	Academic Freedom - Academic Programs
11athlet	../images/11athlet.jpg	Normal Women's Basketball Team, 1899	Normal Women's Basketball Team Possibly the first women's basketball team at the Normal School of Arizona. 1899 UP UPC ASUA B388 1890s #1 Women's basketball was loosely organized in 1898, yet there were twenty-five members who made their own uniforms, jackets and bloomers. Men were not invited to play. It remained an inter-class activity and basketball was considered a physical exercise. Normal Women's Basketball Team Possibly the first women's basketball team at the Normal School of Arizona. 1899 UP UPC ASUA B388 1890s #1	Campus Lives - Athletes
11casc	../images/11casc.jpg	Lantern Walk Tradition, The Collegian, 1929	Lantern Walk Tradition, begun in 1917 and resumed in the 1990's. The Collegian Thursday, May 30, 1929	Campus Lives - Campus Scenes
11ccp	../images/11ccp.jpg	KAET-TV Public Programming, 1960s	KAET-TV Public Programming 1960s UP UPC ASUD K33 #9 KAET-TV's first broadcast from ASU in 1961 was commercial-free educational programming. The programs included tele-courses for credit; studio cultural programs; and educational and cultural films on video that would reach 50% of the Arizona population, 25 hours a week. KAET was the 52nd educational channel in the United States. Public television continues to be a significant community collaboration for ASU, opening a door to diverse cultural experiences. KAET-TV Public Programming 1960s UP UPC ASUD K33 #9 For more information on KAET-TV, please visit:http://www.kaet.asu.edu/	Community, Collaboration and Partnership
11land	../images/11land.jpg	Aerial view, 1919	The first aerial view shows the original 20 acres (lower half of photograph) with lush landscape, bordered by what is now known as Palm Walk (note the palms planted by President Matthews in 1916) and College Avenue. The buildings include East Hall, 1903; Aerial view of the campus toward the west 1919 UP UPC ASUB A355 1910s #2 Krause Dining Hall, 1919; Alpha Hall (lower), 1902; Blome Training School (upper), 1906; Old Main (upper), 1898; President's Cottage (lower), 1907; Auditorium, (upper) 1909; Science Building (middle) 1908; and the Infirmary (lower) 1916. An additional 45 acres in the upper half of the photograph includes South Hall, 1913; North Hall, 1914; Matthews Hall, 1918; Second Heating Plant (upper), 1917; and the Industrial Arts Building (now Anthropology), 1914. Architects created a home-like atmosphere for younger women with the construction of South Hall (1913-1972) that accommodated 34 freshmen and sophomores. The architects for this project were Royal W. Lescher and John Rinder Kibbey. North Hall (1914-1972) was the last of the dormitories of the period built for female students. After West Hall was built in 1936, these four buildings became known as the Quad. The architect for this building was L.G. Knipe. East Hall, Alpha Hall, Blome Training School, Krause Hall, South and North Hall, the Infirmary and the Auditorium have been razed. For more information about ASU campus buildings and facilities, please visit: http://www.fm.asu.edu/planning.htm .	Landmarks
11lead	../images/11lead.jpg	President Swetman, 1930-1933	Eighth President Ralph Waldo Swetman 1930-1933 UP UPC ASUP Swetman, Ralph Waldo In his three years as president, Ralph W. Swetman saw the student population double, from 532 to at least 1,000. He challenged both students and faculty to set high academic standards for themselves, believing that "good thinking today is best preparation for tomorrow." Swetman was instrumental in the development of a strong teacher training program at the college. He felt that an education should be affordable to all students in the state, and attempted to make the college a student-centered institution. In 1932, Swetman conceived the possibility of a self-supported summer session - now one of the largest in the country.	Landmarks
